"Hobby","Variable","Weight"
"Perfume Making","Inclusivity.of.Community",1
"Perfume Making","Social.Recognition",0.7
"Perfume Making","Social.Media.Trends",6.1
"Perfume Making","Celebrity.Endorsement",9.7
"Perfume Making","Cultural.Stigma",5.1
"Perfume Making","Networking.Opportunities",0.6
"Perfume Making","Team.Dynamics",2.3
"Perfume Making","Event.Frequency",2.5
"Perfume Making","Friends..Judgment",3.4
"Perfume Making","Preferred.Group.Size",0.5
"Perfume Making","Time.with.Family",9.1
"Perfume Making","Age.of.Peers",5.2
"Perfume Making","Representation.in.Media",6.7
"Perfume Making","Workplace.Culture",0.8
"Perfume Making","School.Culture",0.6
"Perfume Making","Hobby.Popularity.in.Area",5.9
"Perfume Making","Encouragement.from.Others",8.9
"Perfume Making","Gift.Culture",5.3
"Perfume Making","Family.Hobby.Culture",8.8
"Perfume Making","Cultural.Tradition",8.1
"Perfume Making","Access.to.Facilities",0.9
"Perfume Making","Home.Space.Availability",2.1
"Perfume Making","Environmental.Proximity",6.6
"Perfume Making","Climate.Suitability",4.5
"Perfume Making","Urban.Infrastructure",3
"Perfume Making","Neighborhood.Safety",4.2
"Perfume Making","Local.Classes",4.5
"Perfume Making","Internet.Access",9.1
"Perfume Making","Free.Time",1.1
"Perfume Making","Schedule.Flexibility",2.9
"Perfume Making","Transportation.Access",5.4
"Perfume Making","Noise.Constraints",7
"Perfume Making","Light.Pollution",6.3
"Perfume Making","Air.Quality",9.4
"Perfume Making","Cost.of.Local.Access",8
"Perfume Making","Rental.Options",5.6
"Perfume Making","Supply.Store.Access",2.2
"Perfume Making","Resource.Competition",4.6
"Perfume Making","Supportive.Employer",7
"Perfume Making","Legal.Barriers",8.4
"Perfume Making","Public.Health.Concern",9.6
"Perfume Making","Home.Supportiveness",6.1
"Perfume Making","Workload",5.3
"Perfume Making","Relocation.Frequency",0.3
"Perfume Making","Insurance.Availability",0.8
"Perfume Making","Physical.Risk.Level",1.6
"Perfume Making","Weather.Conditions",0.6
"Perfume Making","Accessibility.for.Disabilities",4.1
"Perfume Making","COVID.Impact",3.4
"Perfume Making","Commuting.Distance",6.4
"Perfume Making","Disposable.Income",5.4
"Perfume Making","Startup.Costs",6
"Perfume Making","Ongoing.Costs",4.8
"Perfume Making","Ability.to.Monetize",2.8
"Perfume Making","Perceived.Value",9.5
"Perfume Making","Opportunity.Cost",1
"Perfume Making","Work.Hours",9.4
"Perfume Making","Job.Demands",3.2
"Perfume Making","Financial.Stress",5.2
"Perfume Making","Socioeconomic.Status",1.2
"Perfume Making","Parental.Financial.Support",0.8
"Perfume Making","Frugality.Mindset",4.4
"Perfume Making","Access.to.Credit",7.4
"Perfume Making","Economic.Climate",2.8
"Perfume Making","Used.Gear.Market",5.7
"Perfume Making","Resale.Value",2.9
"Perfume Making","Living.Cost.Burden",3.9
"Perfume Making","Transportation.Cost",9.1
"Perfume Making","Marketplace.Strength",8.6
"Perfume Making","Recession.Sensitivity",5.2
"Perfume Making","Equipment.Quality",2.5
"Perfume Making","Free.Alternatives",2
"Perfume Making","Scholarship.Availability",9.5
"Perfume Making","Workplace.Perks",2.1
"Perfume Making","Debt.Burden",8.1
"Perfume Making","Class.Based.Identity",3.8
"Perfume Making","Hobby.Affordability",9.9
"Perfume Making","Hobby.Elitism",3.7
"Perfume Making","Low.Cost.Hacks",3.6
"Perfume Making","Hobby.Inflation.Risk",6.4
"Perfume Making","Physical.Strength",9.6
"Perfume Making","Flexibility",9.8
"Perfume Making","Hand.Eye.Coordination",7.1
"Perfume Making","Fine.Motor.Skills",7.6
"Perfume Making","Artistic.Talent",5.7
"Perfume Making","Musical.Ability",7.6
"Perfume Making","Strategic.Thinking",8.6
"Perfume Making","Logical.Reasoning",4.9
"Perfume Making","Public.Speaking",6.2
"Perfume Making","Writing.Skill",5.4
"Perfume Making","Technical.Skill",5.7
"Perfume Making","Cooking.Skill",8.9
"Perfume Making","Subject.Knowledge",3.6
"Perfume Making","Learning.Aptitude",2.2
"Perfume Making","Memory.Retention",4.6
"Perfume Making","Spatial.Skills",2.2
"Perfume Making","Creative.Fluency",5
"Perfume Making","Tolerance.for.Repetition",9
"Perfume Making","Singing.Ability",6.2
"Perfume Making","Rhythm.Sense",8.6
"Perfume Making","Teamwork.Skills",1.7
"Perfume Making","Stress.Tolerance",9
"Perfume Making","Adaptability",6.1
"Perfume Making","Hobby.Specific.Training",0.4
"Perfume Making","Hand.Stability",6.4
"Perfume Making","Focus.Consistency",9.5
"Perfume Making","Endurance",0.9
"Perfume Making","Gaming.Reflexes",5.9
"Perfume Making","Problem.Solving",9.2
"Perfume Making","Pattern.Recognition",0.2
"Perfume Making","Current.Stress.Level",6.3
"Perfume Making","Anxiety.Level",4.8
"Perfume Making","Mood.Depression",3.5
"Perfume Making","Baseline.Happiness",6.3
"Perfume Making","Resilience.to.Failure",0.6
"Perfume Making","Energy.Level",7.6
"Perfume Making","Mental.Fatigue",0.1
"Perfume Making","Focus.Ability",3.1
"Perfume Making","Desire.for.Solitude",5.1
"Perfume Making","Outlet.for.Emotion",3.8
"Perfume Making","Anger.Management",3.1
"Perfume Making","Life.Satisfaction",8.3
"Perfume Making","Burnout.Level",9.4
"Perfume Making","Boredom.Proneness",8.7
"Perfume Making","Need.for.Meaning",5.3
"Perfume Making","Gratification.Preference",8.9
"Perfume Making","Process.Orientation",9.2
"Perfume Making","Therapeutic.Value",4.2
"Perfume Making","Coping.Strategy.Need",2.9
"Perfume Making","Motivational.Burnout",1.1
"Perfume Making","Self.Awareness",4.8
"Perfume Making","Restlessness",9.5
"Perfume Making","Confidence.in.Hobby",5.7
"Perfume Making","Perfection.Pressure",6.7
"Perfume Making","Peer.Comparison.Anxiety",1.2
"Perfume Making","Fear.of.Judgment",1.5
"Perfume Making","Emotional.Reward",4.7
"Perfume Making","Social.Energy",9.5
"Perfume Making","Resonance.with.Identity",3.7
"Perfume Making","Passion.Intensity",8.8
"Perfume Making","Trendiness",1.3
"Perfume Making","Media.Exposure",6.2
"Perfume Making","Nostalgia",6
"Perfume Making","Early.Success",8.6
"Perfume Making","Beginner.Resources",0.1
"Perfume Making","Advanced.Challenges",2
"Perfume Making","Hobby.Evolution",2.3
"Perfume Making","Safety.Measures",9.5
"Perfume Making","Competition.Outcome",1.6
"Perfume Making","Awards",0.5
"Perfume Making","Peer.Accountability",5.4
"Perfume Making","Multiple.Hobbies",5.3
"Perfume Making","External.Obligations",8.5
"Perfume Making","Housing.Stability",9.5
"Perfume Making","Family.Expectations",5.4
"Perfume Making","Work.Life.Balance",9.3
"Perfume Making","Routine.Integration",7.3
"Perfume Making","Cleanup.Effort",2.7
"Perfume Making","Focus.Intensity",9.3
"Perfume Making","Portability",6.7
"Perfume Making","Climate.Change.Awareness",4.2
"Perfume Making","Social.Perception",6.8
"Perfume Making","Support.System",4.1
"Perfume Making","Lifestyle.Fit",1.2
"Perfume Making","Technology.Enhancement",7.2
"Perfume Making","Goal.Alignment",8.3
"Perfume Making","Identity.Fulfillment",7.3
"Perfume Making","Cognitive.Load",2.4
"Perfume Making","Self.Reflection",9.6
"Perfume Making","Skill.Reinforcement",0.4
"Perfume Making","Extra.Variable.271",3.4
"Perfume Making","Extra.Variable.272",2.7
"Perfume Making","Extra.Variable.273",0.6
"Perfume Making","Extra.Variable.274",4.1
"Perfume Making","Extra.Variable.275",6.3
"Perfume Making","Extra.Variable.276",8.8
"Perfume Making","Extra.Variable.277",9.9
"Perfume Making","Extra.Variable.278",8.1
"Perfume Making","Extra.Variable.279",4.7
"Perfume Making","Extra.Variable.280",7.3
"Perfume Making","Extra.Variable.281",8.5
"Perfume Making","Extra.Variable.282",4.7
"Perfume Making","Extra.Variable.283",7.9
"Perfume Making","Extra.Variable.284",4.9
"Perfume Making","Extra.Variable.285",3.9
"Perfume Making","Extra.Variable.286",5.3
"Perfume Making","Extra.Variable.287",6.8
"Perfume Making","Extra.Variable.288",7.3
"Perfume Making","Extra.Variable.289",3.6
"Perfume Making","Extra.Variable.290",5.8
"Perfume Making","Extra.Variable.291",9.1
"Perfume Making","Extra.Variable.292",9.8
"Perfume Making","Extra.Variable.293",2.3
"Perfume Making","Extra.Variable.294",2
"Perfume Making","Extra.Variable.295",6.8
"Perfume Making","Extra.Variable.296",4.2
"Perfume Making","Extra.Variable.297",0.3
"Perfume Making","Extra.Variable.298",3.5
"Perfume Making","Extra.Variable.299",8.1
"Perfume Making","Extra.Variable.300",8
"Candle Making","Gender..male.",5
"Candle Making","Gender..female.",4.8
"Candle Making","Age",5.8
"Candle Making","Education.Level",2.3
"Candle Making","Student.Status",5.3
"Candle Making","Employment.Status",0.2
"Candle Making","Occupation.Type",4.8
"Candle Making","Income.Level",3.4
"Candle Making","Living.Situation",6.8
"Candle Making","Relationship.Status",6.4
"Candle Making","Parental.Status",3.9
"Candle Making","Urban.Environment",0.2
"Candle Making","Rural.Environment",2.6
"Candle Making","Suburban.Environment",6.4
"Candle Making","Region..Geography.",0.8
"Candle Making","Cultural.Ethnic.Background",1.2
"Candle Making","Religious.Beliefs",6.5
"Candle Making","Physical.Health.Status",7.6
"Candle Making","Disability.Status",3.3
"Candle Making","Mental.Health.Condition",4.9
"Candle Making","Body.Image.Self.Consciousness",9.5
"Candle Making","Language.Fluency",9.5
"Candle Making","Generation.Identity",3.1
"Candle Making","Parental.Encouragement",8.1
"Candle Making","Family.Tradition",6
"Candle Making","Peer.Economic.Status",9.8
"Candle Making","Financial.Independence",4.8
"Candle Making","Living.Expenses",7.8
"Candle Making","Student.Loan.Burden",7.7
"Candle Making","Rent.Burden",5
"Candle Making","Openness.to.Experience",8
"Candle Making","Conscientiousness",2.7
"Candle Making","Extraversion",1.3
"Candle Making","Introversion",4.3
"Candle Making","Agreeableness",9.4
"Candle Making","Neuroticism",5.1
"Candle Making","Sensation.Seeking",6.4
"Candle Making","Need.for.Novelty",6.3
"Candle Making","Competitiveness",1.4
"Candle Making","Creativity..Trait.",4
"Candle Making","Curiosity",7.1
"Candle Making","Patience",9.7
"Candle Making","Attention.Span",1.8
"Candle Making","Detail.Orientedness",4.2
"Candle Making","Impulsivity",1
"Candle Making","Self.Discipline",2.5
"Candle Making","Self.Esteem",3.8
"Candle Making","Shyness",5.5
"Candle Making","Independence",2.4
"Candle Making","Empathy",2.4
"Candle Making","Analytical.Thinking",7.8
"Candle Making","Playfulness",9.6
"Candle Making","Workaholic.Attitude",3.3
"Candle Making","Thrill.Seeking",6.9
"Candle Making","Flexibility..Cognitive.",2.7
"Candle Making","Perfectionism",9.3
"Candle Making","Flow.Proneness",6.8
"Candle Making","Optimism",8
"Candle Making","Resilience",0.6
"Candle Making","Assertiveness",6
"Candle Making","Intrinsic.Motivation",5.3
"Candle Making","Extrinsic.Motivation",3
"Candle Making","Achievement.Drive",2.7
"Candle Making","Desire.for.Recognition",5.8
"Candle Making","Desire.for.Mastery",7.1
"Candle Making","Desire.for.Relaxation",0.4
"Candle Making","Social.Connection.Need",5.7
"Candle Making","Creative.Expression.Need",1.8
"Candle Making","Escapism",1.5
"Candle Making","Boredom.Avoidance",6.3
"Candle Making","Health.Consciousness",3.2
"Candle Making","Personal.Growth",4.5
"Candle Making","Identity.Expression",3.7
"Candle Making","Fun.Orientation",6.5
"Candle Making","Altruism",4.8
"Candle Making","Therapeutic.Need",9.6
"Candle Making","Habit.Strength",3.6
"Candle Making","Peer.Approval",7.4
"Candle Making","Obligation.Commitment",2.6
"Candle Making","Curiosity.Driven.Exploration",5.1
"Candle Making","Challenge.Seeking",5.6
"Candle Making","Fear.of.Missing.Out",3.4
"Candle Making","Self.Efficacy",4.8
"Candle Making","Desire.for.Prestige",2.9
"Candle Making","Perceived.Time.Value",0.2
"Candle Making","Desire.for.Autonomy",2.2
"Candle Making","Desire.for.Belonging",7
"Candle Making","Desire.for.Exploration",7.7
"Candle Making","Value.Congruence",2.9
"Candle Making","Need.for.Feedback",4.1
"Candle Making","Peer.Influence",0.5
"Candle Making","Friends..Participation",2.4
"Candle Making","Family.Support",7.8
"Candle Making","Partner.Support",6.1
"Candle Making","Social.Norms",2.1
"Candle Making","Peer.Competition",2.6
"Candle Making","Mentorship.Presence",8.2
"Candle Making","Role.Models",2.2
"Candle Making","Club.Group.Access",3.4
"Candle Making","Sense.of.Community",6.7
"Candle Making","Inclusivity.of.Community",5.7
"Candle Making","Social.Recognition",4.7
"Candle Making","Social.Media.Trends",9
"Candle Making","Celebrity.Endorsement",2.3
"Candle Making","Cultural.Stigma",7.4
"Candle Making","Networking.Opportunities",1.7
"Candle Making","Team.Dynamics",6.2
"Candle Making","Event.Frequency",8.7
"Candle Making","Friends..Judgment",4.6
"Candle Making","Preferred.Group.Size",7.3
"Candle Making","Time.with.Family",8.2
"Candle Making","Age.of.Peers",1.4
"Candle Making","Representation.in.Media",7.1
"Candle Making","Workplace.Culture",9.2
"Candle Making","School.Culture",5.8
"Candle Making","Hobby.Popularity.in.Area",1.9
"Candle Making","Encouragement.from.Others",1.4
"Candle Making","Gift.Culture",2.7
"Candle Making","Family.Hobby.Culture",1.1
"Candle Making","Cultural.Tradition",5.2
"Candle Making","Access.to.Facilities",0.8
"Candle Making","Home.Space.Availability",2.3
"Candle Making","Environmental.Proximity",4.5
"Candle Making","Climate.Suitability",4.8
"Candle Making","Urban.Infrastructure",5.7
"Candle Making","Neighborhood.Safety",7.1
"Candle Making","Local.Classes",0.6
"Candle Making","Internet.Access",0.9
"Candle Making","Free.Time",0.7
"Candle Making","Schedule.Flexibility",4.3
"Candle Making","Transportation.Access",0.5
"Candle Making","Noise.Constraints",7.5
"Candle Making","Light.Pollution",2.3
"Candle Making","Air.Quality",9.4
"Candle Making","Cost.of.Local.Access",4.9
"Candle Making","Rental.Options",4.5
"Candle Making","Supply.Store.Access",7.8
"Candle Making","Resource.Competition",7.2
"Candle Making","Supportive.Employer",6.1
"Candle Making","Legal.Barriers",9.4
"Candle Making","Public.Health.Concern",4.3
"Candle Making","Home.Supportiveness",8.1
"Candle Making","Workload",3.9
"Candle Making","Relocation.Frequency",8.4
"Candle Making","Insurance.Availability",2.7
"Candle Making","Physical.Risk.Level",3
"Candle Making","Weather.Conditions",6.8
"Candle Making","Accessibility.for.Disabilities",2.2
"Candle Making","COVID.Impact",2.4
"Candle Making","Commuting.Distance",3.1
"Candle Making","Disposable.Income",6.8
"Candle Making","Startup.Costs",8.9
"Candle Making","Ongoing.Costs",6.8
"Candle Making","Ability.to.Monetize",8.3
"Candle Making","Perceived.Value",5.5
"Candle Making","Opportunity.Cost",0.8
"Candle Making","Work.Hours",1.1
"Candle Making","Job.Demands",5.6
"Candle Making","Financial.Stress",3.3
"Candle Making","Socioeconomic.Status",2.3
"Candle Making","Parental.Financial.Support",4.7
"Candle Making","Frugality.Mindset",6.7
"Candle Making","Access.to.Credit",3.9
"Candle Making","Economic.Climate",8
"Candle Making","Used.Gear.Market",7.4
"Candle Making","Resale.Value",7.4
"Candle Making","Living.Cost.Burden",9.9
"Candle Making","Transportation.Cost",3
"Candle Making","Marketplace.Strength",6.5
"Candle Making","Recession.Sensitivity",8.6
"Candle Making","Equipment.Quality",5.8
"Candle Making","Free.Alternatives",7.9
"Candle Making","Scholarship.Availability",4.2
"Candle Making","Workplace.Perks",5.9
"Candle Making","Debt.Burden",0.7
"Candle Making","Class.Based.Identity",9.9
"Candle Making","Hobby.Affordability",8
"Candle Making","Hobby.Elitism",8.7
"Candle Making","Low.Cost.Hacks",7
"Candle Making","Hobby.Inflation.Risk",1.9
"Candle Making","Physical.Strength",0.4
"Candle Making","Flexibility",8.7
"Candle Making","Hand.Eye.Coordination",4
"Candle Making","Fine.Motor.Skills",2.7
"Candle Making","Artistic.Talent",5.7
"Candle Making","Musical.Ability",4.3
"Candle Making","Strategic.Thinking",6.6
"Candle Making","Logical.Reasoning",4.9
"Candle Making","Public.Speaking",7
"Candle Making","Writing.Skill",8.5
"Candle Making","Technical.Skill",2
"Candle Making","Cooking.Skill",3.4
"Candle Making","Subject.Knowledge",4.4
"Candle Making","Learning.Aptitude",9.6
"Candle Making","Memory.Retention",3.7
"Candle Making","Spatial.Skills",3.9
"Candle Making","Creative.Fluency",6.6
"Candle Making","Tolerance.for.Repetition",4.3
"Candle Making","Singing.Ability",9.5
"Candle Making","Rhythm.Sense",9
"Candle Making","Teamwork.Skills",5.2
"Candle Making","Stress.Tolerance",6.5
"Candle Making","Adaptability",0.7
"Candle Making","Hobby.Specific.Training",7
"Candle Making","Hand.Stability",7.1
"Candle Making","Focus.Consistency",3.7
"Candle Making","Endurance",2.3
"Candle Making","Gaming.Reflexes",9.2
"Candle Making","Problem.Solving",4.3
"Candle Making","Pattern.Recognition",6.6
"Candle Making","Current.Stress.Level",0.4
"Candle Making","Anxiety.Level",4.2
"Candle Making","Mood.Depression",8.2
"Candle Making","Baseline.Happiness",3.9
"Candle Making","Resilience.to.Failure",6.1
"Candle Making","Energy.Level",2.2
"Candle Making","Mental.Fatigue",4.2
"Candle Making","Focus.Ability",9.3
"Candle Making","Desire.for.Solitude",5.7
"Candle Making","Outlet.for.Emotion",9
"Candle Making","Anger.Management",9
"Candle Making","Life.Satisfaction",9.4
"Candle Making","Burnout.Level",9
"Candle Making","Boredom.Proneness",0.1
"Candle Making","Need.for.Meaning",9.3
"Candle Making","Gratification.Preference",1.5
"Candle Making","Process.Orientation",0.5
"Candle Making","Therapeutic.Value",0.6
"Candle Making","Coping.Strategy.Need",3.6
"Candle Making","Motivational.Burnout",6.2
"Candle Making","Self.Awareness",4.1
"Candle Making","Restlessness",0.4
"Candle Making","Confidence.in.Hobby",4.8
"Candle Making","Perfection.Pressure",4.5
"Candle Making","Peer.Comparison.Anxiety",7.6
"Candle Making","Fear.of.Judgment",2.9
"Candle Making","Emotional.Reward",2.3
"Candle Making","Social.Energy",2.6
"Candle Making","Resonance.with.Identity",3.1
"Candle Making","Passion.Intensity",6
"Candle Making","Trendiness",4.8
"Candle Making","Media.Exposure",3.4
"Candle Making","Nostalgia",3.8
"Candle Making","Early.Success",3.8
"Candle Making","Beginner.Resources",9.7
"Candle Making","Advanced.Challenges",2.4
"Candle Making","Hobby.Evolution",8.2
"Candle Making","Safety.Measures",7.1
"Candle Making","Competition.Outcome",0.2
"Candle Making","Awards",9.9
"Candle Making","Peer.Accountability",7.6
"Candle Making","Multiple.Hobbies",6.9
"Candle Making","External.Obligations",4.1
"Candle Making","Housing.Stability",5.6
"Candle Making","Family.Expectations",2.6
"Candle Making","Work.Life.Balance",0.5
"Candle Making","Routine.Integration",8.4
"Candle Making","Cleanup.Effort",9
"Candle Making","Focus.Intensity",1.7
"Candle Making","Portability",7.9
"Candle Making","Climate.Change.Awareness",7.4
"Candle Making","Social.Perception",1.9
"Candle Making","Support.System",4.3
"Candle Making","Lifestyle.Fit",4.3
"Candle Making","Technology.Enhancement",7.6
"Candle Making","Goal.Alignment",8.4
"Candle Making","Identity.Fulfillment",1
"Candle Making","Cognitive.Load",5.7
"Candle Making","Self.Reflection",7.6
"Candle Making","Skill.Reinforcement",7.9
"Candle Making","Extra.Variable.271",1.6
"Candle Making","Extra.Variable.272",5.3
"Candle Making","Extra.Variable.273",8.6
"Candle Making","Extra.Variable.274",3.3
"Candle Making","Extra.Variable.275",4.3
"Candle Making","Extra.Variable.276",8.1
"Candle Making","Extra.Variable.277",1
"Candle Making","Extra.Variable.278",8.6
"Candle Making","Extra.Variable.279",3.2
"Candle Making","Extra.Variable.280",0.1
"Candle Making","Extra.Variable.281",2.4
"Candle Making","Extra.Variable.282",1
"Candle Making","Extra.Variable.283",1
"Candle Making","Extra.Variable.284",7
"Candle Making","Extra.Variable.285",2.2
"Candle Making","Extra.Variable.286",9.4
"Candle Making","Extra.Variable.287",5.2
"Candle Making","Extra.Variable.288",4.7
"Candle Making","Extra.Variable.289",4.4
"Candle Making","Extra.Variable.290",7
"Candle Making","Extra.Variable.291",4.6
"Candle Making","Extra.Variable.292",1.4
"Candle Making","Extra.Variable.293",8.8
"Candle Making","Extra.Variable.294",4.3
"Candle Making","Extra.Variable.295",0.8
"Candle Making","Extra.Variable.296",5.3
"Candle Making","Extra.Variable.297",6.5
"Candle Making","Extra.Variable.298",2.8
"Candle Making","Extra.Variable.299",8
"Candle Making","Extra.Variable.300",6.7
"Soap Making","Gender..male.",6.5
"Soap Making","Gender..female.",4.3
"Soap Making","Age",9.6
"Soap Making","Education.Level",2.8
"Soap Making","Student.Status",5.8
"Soap Making","Employment.Status",3.2
"Soap Making","Occupation.Type",7.5
"Soap Making","Income.Level",0.6
"Soap Making","Living.Situation",0.6
"Soap Making","Relationship.Status",8.1
"Soap Making","Parental.Status",4.4
"Soap Making","Urban.Environment",3.5
"Soap Making","Rural.Environment",6.1
"Soap Making","Suburban.Environment",7
"Soap Making","Region..Geography.",2.1
"Soap Making","Cultural.Ethnic.Background",1.9
"Soap Making","Religious.Beliefs",9.6
"Soap Making","Physical.Health.Status",5.9
"Soap Making","Disability.Status",4
"Soap Making","Mental.Health.Condition",8
"Soap Making","Body.Image.Self.Consciousness",5.3
"Soap Making","Language.Fluency",2.5
"Soap Making","Generation.Identity",2.1
"Soap Making","Parental.Encouragement",4
"Soap Making","Family.Tradition",8.6
"Soap Making","Peer.Economic.Status",0.7
"Soap Making","Financial.Independence",2.3
"Soap Making","Living.Expenses",8.9
"Soap Making","Student.Loan.Burden",1.3
"Soap Making","Rent.Burden",6.3
"Soap Making","Openness.to.Experience",2.2
"Soap Making","Conscientiousness",6.1
"Soap Making","Extraversion",3.9
"Soap Making","Introversion",1.1
"Soap Making","Agreeableness",5.9
"Soap Making","Neuroticism",6.9
"Soap Making","Sensation.Seeking",6.8
"Soap Making","Need.for.Novelty",6.4
"Soap Making","Competitiveness",5.1
"Soap Making","Creativity..Trait.",5.2
"Soap Making","Curiosity",6.4
"Soap Making","Patience",6.9
"Soap Making","Attention.Span",6.6
"Soap Making","Detail.Orientedness",5.9
"Soap Making","Impulsivity",1.6
"Soap Making","Self.Discipline",2.2
"Soap Making","Self.Esteem",2.7
"Soap Making","Shyness",9.2
"Soap Making","Independence",7.6
"Soap Making","Empathy",5.6
"Soap Making","Analytical.Thinking",2.6
"Soap Making","Playfulness",1.2
"Soap Making","Workaholic.Attitude",9
"Soap Making","Thrill.Seeking",8.9
"Soap Making","Flexibility..Cognitive.",1.2
"Soap Making","Perfectionism",8
"Soap Making","Flow.Proneness",4.5
"Soap Making","Optimism",3.3
"Soap Making","Resilience",7.4
"Soap Making","Assertiveness",6.2
"Soap Making","Intrinsic.Motivation",7.8
"Soap Making","Extrinsic.Motivation",0.8
"Soap Making","Achievement.Drive",3.3
"Soap Making","Desire.for.Recognition",3.3
"Soap Making","Desire.for.Mastery",3.4
"Soap Making","Desire.for.Relaxation",5.1
"Soap Making","Social.Connection.Need",2.9
"Soap Making","Creative.Expression.Need",4.5
"Soap Making","Escapism",3.7
"Soap Making","Boredom.Avoidance",7.4
"Soap Making","Health.Consciousness",6.1
"Soap Making","Personal.Growth",6.6
"Soap Making","Identity.Expression",2.2
"Soap Making","Fun.Orientation",3.3
"Soap Making","Altruism",0.3
"Soap Making","Therapeutic.Need",1.2
"Soap Making","Habit.Strength",2.7
"Soap Making","Peer.Approval",0.7
"Soap Making","Obligation.Commitment",6.1
"Soap Making","Curiosity.Driven.Exploration",10
"Soap Making","Challenge.Seeking",1.1
"Soap Making","Fear.of.Missing.Out",8.2
"Soap Making","Self.Efficacy",1.3
"Soap Making","Desire.for.Prestige",6.7
"Soap Making","Perceived.Time.Value",6.5
"Soap Making","Desire.for.Autonomy",9
"Soap Making","Desire.for.Belonging",1.2
"Soap Making","Desire.for.Exploration",3.2
"Soap Making","Value.Congruence",1
"Soap Making","Need.for.Feedback",4.1
"Soap Making","Peer.Influence",9.1
"Soap Making","Friends..Participation",7.8
"Soap Making","Family.Support",7.3
"Soap Making","Partner.Support",5.4
"Soap Making","Social.Norms",8.8
"Soap Making","Peer.Competition",4.5
"Soap Making","Mentorship.Presence",1.6
"Soap Making","Role.Models",8.4
"Soap Making","Club.Group.Access",2.9
"Soap Making","Sense.of.Community",0.6
"Soap Making","Inclusivity.of.Community",1.3
"Soap Making","Social.Recognition",6.1
"Soap Making","Social.Media.Trends",6.1
"Soap Making","Celebrity.Endorsement",2.7
"Soap Making","Cultural.Stigma",7.3
"Soap Making","Networking.Opportunities",7.8
"Soap Making","Team.Dynamics",9.2
"Soap Making","Event.Frequency",5.9
"Soap Making","Friends..Judgment",7.8
"Soap Making","Preferred.Group.Size",7.6
"Soap Making","Time.with.Family",2.7
"Soap Making","Age.of.Peers",3.2
"Soap Making","Representation.in.Media",4.8
"Soap Making","Workplace.Culture",0.3
"Soap Making","School.Culture",3
"Soap Making","Hobby.Popularity.in.Area",4.8
"Soap Making","Encouragement.from.Others",1.2
"Soap Making","Gift.Culture",1.4
"Soap Making","Family.Hobby.Culture",4.7
"Soap Making","Cultural.Tradition",7.3
"Soap Making","Access.to.Facilities",8.4
"Soap Making","Home.Space.Availability",5.5
"Soap Making","Environmental.Proximity",4.8
"Soap Making","Climate.Suitability",3.9
"Soap Making","Urban.Infrastructure",2
"Soap Making","Neighborhood.Safety",1.6
"Soap Making","Local.Classes",7.9
"Soap Making","Internet.Access",4.7
"Soap Making","Free.Time",7.9
"Soap Making","Schedule.Flexibility",7.1
"Soap Making","Transportation.Access",2
"Soap Making","Noise.Constraints",5.2
"Soap Making","Light.Pollution",4.5
"Soap Making","Air.Quality",4.3
"Soap Making","Cost.of.Local.Access",5.5
"Soap Making","Rental.Options",9.8
"Soap Making","Supply.Store.Access",8.1
"Soap Making","Resource.Competition",9
"Soap Making","Supportive.Employer",0.4
"Soap Making","Legal.Barriers",1.5
"Soap Making","Public.Health.Concern",0.9
"Soap Making","Home.Supportiveness",2.7
"Soap Making","Workload",4.5
"Soap Making","Relocation.Frequency",6.5
"Soap Making","Insurance.Availability",5.1
"Soap Making","Physical.Risk.Level",9
"Soap Making","Weather.Conditions",9.4
"Soap Making","Accessibility.for.Disabilities",1.7
"Soap Making","COVID.Impact",8.5
"Soap Making","Commuting.Distance",4.9
"Soap Making","Disposable.Income",4.6
"Soap Making","Startup.Costs",7.9
"Soap Making","Ongoing.Costs",1
"Soap Making","Ability.to.Monetize",8.8
"Soap Making","Perceived.Value",6.7
"Soap Making","Opportunity.Cost",8.8
"Soap Making","Work.Hours",9.9
"Soap Making","Job.Demands",5.2
"Soap Making","Financial.Stress",1
"Soap Making","Socioeconomic.Status",1.7
"Soap Making","Parental.Financial.Support",3.3
"Soap Making","Frugality.Mindset",1.1
"Soap Making","Access.to.Credit",8.2
"Soap Making","Economic.Climate",3
"Soap Making","Used.Gear.Market",9.8
"Soap Making","Resale.Value",7.1
"Soap Making","Living.Cost.Burden",1.8
"Soap Making","Transportation.Cost",4.8
"Soap Making","Marketplace.Strength",4.7
"Soap Making","Recession.Sensitivity",5
"Soap Making","Equipment.Quality",5.4
"Soap Making","Free.Alternatives",0.4
"Soap Making","Scholarship.Availability",6.9
"Soap Making","Workplace.Perks",4.9
"Soap Making","Debt.Burden",7.9
"Soap Making","Class.Based.Identity",8.2
"Soap Making","Hobby.Affordability",2.4
"Soap Making","Hobby.Elitism",0.6
"Soap Making","Low.Cost.Hacks",7.1
"Soap Making","Hobby.Inflation.Risk",9.8
"Soap Making","Physical.Strength",4.5
"Soap Making","Flexibility",2.7
"Soap Making","Hand.Eye.Coordination",1.7
"Soap Making","Fine.Motor.Skills",2.9
"Soap Making","Artistic.Talent",3.3
"Soap Making","Musical.Ability",4.3
"Soap Making","Strategic.Thinking",6.6
"Soap Making","Logical.Reasoning",2.8
"Soap Making","Public.Speaking",0.6
"Soap Making","Writing.Skill",3.8
"Soap Making","Technical.Skill",8.6
